120,37,5.5889e-06,5.5001e-06,4.9684e-06,4.9816e-06,1.1847e-06,0.29628,16.976
120,38,2.8411e-05,5.5001e-06,-0.014299,-0.01007,1.4775e-07,1.4213,81.437
125,39,5.5946e-06,5.5001e-06,5.5676e-06,5.4685e-06,2.2012e-08,1.0787,61.805
125,40,2.8906e-05,5.5001e-06,0.00062882,0.00030564,6.6121e-08,2.0081,115.05
135,41,5.6053e-06,5.5001e-06,5.466e-06,5.5012e-06,1.7545e-07,0.071307,4.0856
135,42,2.9894e-05,5.5001e-06,0.00021145,7.6323e-05,8.0506e-08,2.5105,143.84
140,43,5.6104e-06,5.5001e-06,-1.228e-06,7.216e-05,9.8178e-07,1.3141,75.29
140,44,3.039e-05,5.5001e-06,3.0586e-05,6.4117e-06,1.0844e-06,1.7855,102.3
145,45,5.6155e-06,5.5001e-06,5.4589e-06,5.3926e-06,2.7747e-07,0.70734,40.527
145,46,3.0884e-05,5.5001e-06,-0.00012308,-7.3355e-05,3.2215e-07,3.1112,178.26
150,47,5.3861e-06,5.5001e-06,6.0866e-06,5.8391e-06,8.2731e-07,2.6445,151.52
150,48,3.1614e-05,5.5001e-06,7.6616e-05,0.00014614,8.3581e-07,0.47574,27.258
155,49,5.3907e-06,5.5001e-06,5.1228e-06,5.5439e-06,2.7286e-07,0.25413,14.561
155,50,3.211e-05,5.5001e-06,-0.0063533,0.016528,2.877e-07,1.3214,75.713
160,51,5.3953e-06,5.5001e-06,5.1207e-06,5.1588e-06,5.3358e-07,0.78381,44.909
160,52,3.2605e-05,5.5001e-06,-0.00013427,-0.00024462,4.4848e-07,2.1461,122.96
165,53,5.3994e-06,5.5001e-06,5.3719e-06,5.1261e-06,4.1183e-07,1.3995,80.185
165,54,3.31e-05,5.5001e-06,-3.3772e-05,-0.00021164,3.3991e-07,1.6651,95.402
170,55,5.4035e-06,5.5001e-06,5.537e-06,5.4935e-06,1.4713e-07,3.0988,177.55
170,56,3.3597e-05,5.5001e-06,-0.00011957,-0.00073293,1.6909e-07,0.1916,10.978
175,57,5.4076e-06,5.5001e-06,-1.9533e-05,-0.00018542,6.8198e-07,1.8883,108.19
175,58,3.4092e-05,5.5001e-06,3.3748e-05,5.1221e-06,6.895e-07,0.78448,44.947
180,59,5.4116e-06,5.5001e-06,0.00055041,0.00016838,2.1749e-06,1.5697,89.937
180,60,3.4589e-05,5.5001e-06,3.5175e-05,5.7581e-06,7.2727e-07,2.5785,147.74
185,61,5.5864e-06,5.5001e-06,5.253e-06,5.4927e-06,3.6165e-07,0.10916,6.2545
185,62,3.4914e-05,5.5001e-06,-0.00010076,-0.00014588,3.4578e-07,2.9936,171.52
190,63,5.358e-06,5.5001e-06,-9.1634e-05,-0.0008401,1.5615e-07,2.9372,168.29
190,64,3.5642e-05,5.5001e-06,3.5493e-05,5.4441e-06,1.7787e-07,0.36746,21.054
